date,Plate.SN,DIV,well,trt,dose,units,meanfiringrate,burst.per.min,mean.isis,per.spikes.in.burst,mean.dur,mean.IBIs,nAE,nABE,ns.n,ns.peak.m,ns.durn.m,ns.percent.of.spikes.in.ns,ns.mean.insis,ns.durn.sd,ns.mean.spikes.in.ns,r,cv.time,cv.network,file.name,source,identity,eligible_identity
20170920,MW1147-13,7,D1,Carbofuran,0.03,uM,1.618553721,2.89125,0.033983831,77.713125,0.8785625,26.5305,16,16,24,15.66666667,0.347948307,7.992971328,37.31521739,0.063512621,77.70833333,0.275475483,0.415309787,2.367487882,ON_20170920_MW1147-13_07_00_000.h5,TC,1563-66-2,True
20170920,MW1147-13,7,D2,Carbofuran,0.0,uM,1.883468505,4.605,0.04022687,72.894875,0.629625,19.8715,16,16,29,14.89655172,0.353513273,7.100766058,30.27857143,0.055362161,66.48275862,0.169961142,0.463648689,1.700265851,ON_20170920_MW1147-13_07_00_000.h5,TC,1563-66-2,True
20170920,MW1147-13,7,D3,Carbofuran,0.1,uM,0.756421077,1.936,0.042459659,69.55873333,0.444933333,45.10553333,15,15,23,12.69565217,0.238540373,10.43613707,38.93181818,0.053428569,46.60869565,0.156473294,0.508770357,2.900748477,ON_20170920_MW1147-13_07_00_000.h5,TC,1563-66-2,True
20170920,MW1147-13,7,D4,Carbofuran,0.3,uM,1.140144026,2.668,0.034058475,74.94246667,0.615733333,29.52373333,15,15,24,14.16666667,0.282500827,9.953373915,34.86521739,0.056012216,64.04166667,0.207656475,0.429889134,2.692031466,ON_20170920_MW1147-13_07_00_000.h5,TC,1563-66-2,True
20170920,MW1147-13,7,D5,Carbofuran,1.0,uM,1.980652483,3.7125,0.041916118,71.5326875,0.931875,18.4759375,16,16,26,14.11538462,0.448340201,4.090638462,32.382,0.133281979,44.92307692,0.173366128,0.456830973,1.959271608,ON_20170920_MW1147-13_07_00_000.h5,TC,1563-66-2,True
20170920,MW1147-13,7,D6,Carbofuran,3.0,uM,1.440001572,2.6175,0.051806315,64.1804,0.8886,29.27633333,16,15,23,13.39130435,0.39981539,5.597572137,37.12272727,0.162763372,50.52173913,0.120476313,0.392112757,1.480597492,ON_20170920_MW1147-13_07_00_000.h5,TC,1563-66-2,True
20170920,MW1147-13,7,D7,Carbofuran,10.0,uM,1.473922319,5.526666667,0.083277769,64.2805,0.556,6.273,9,4,25,6.76,0.153742857,2.364360378,35.0875,0.039401043,11.4,0.018741828,0.607747557,2.450629866,ON_20170920_MW1147-13_07_00_000.h5,TC,1563-66-2,True
20170920,MW1147-13,7,E1,Captan,0.03,uM,2.297038011,3.62625,0.033916483,68.5888125,0.7968125,19.0714375,16,16,32,14.65625,0.36751195,6.039741499,28.14677419,0.128693199,62.5,0.239542026,0.356376102,2.420921616,ON_20170920_MW1147-13_07_00_000.h5,TC,133-06-2,True
20170920,MW1147-13,7,E2,Captan,0.0,uM,2.537882245,3.61125,0.03503967,67.3201875,0.925875,21.871875,16,16,32,15.6875,0.442675471,7.17214235,27.58225806,0.108354325,82.0,0.224434409,0.326697505,2.572891693,ON_20170920_MW1147-13_07_00_000.h5,TC,133-06-2,True
20170920,MW1147-13,7,E3,Captan,0.1,uM,1.742236114,4.30875,0.033298224,80.030625,0.60725,20.462875,16,16,31,14.87096774,0.317714414,7.548972766,27.56166667,0.056127015,61.16129032,0.218893215,0.404141865,1.993452554,ON_20170920_MW1147-13_07_00_000.h5,TC,133-06-2,True
